"vis","arrival","participant","distribution","scenario","trial","mu","sigma","nu","tau","mode","duration","response","payoff","expected_payoff","optimal_payoff","expected_over_optimal"
"interval",TRUE,"p187","d062","s1",22,28.58207676,0.06951974463,-4.745893131,1.769990035,13,5.648459,12,1356,1027.122408,1210.89023,0.848237422809167
"interval",TRUE,"p187","d138","s1",23,35.72366012,0.1124773927,-3.814432754,2.011656125,19,9.99627,18,1376,1031.434617,1195.238543,0.862952941938386
"interval",TRUE,"p187","d138","s1",23,35.72366012,0.1124773927,-3.814432754,2.011656125,19,10.521626,18,1390,1031.434617,1195.238543,0.862952941938386
"interval",TRUE,"p187","d037","s1",24,35.81741481,0.113115163,-2.85970231,2.014683982,20,7.135707,20,1406,898.4793231,1182.203022,0.760004251706269
"interval",TRUE,"p187","d091","s1",25,32.06728636,0.08910522279,-6.760877552,1.890795087,16,5.637762,15,386,1037.072304,1227.983039,0.844533084792876
"interval",TRUE,"p187","d129","s1",26,34.25450162,0.1027354811,-9.448212062,1.963758002,18,6.113787,17,1382,1026.435437,1251.416385,0.820218952942669
"interval",TRUE,"p187","d104","s1",27,27.89593825,0.06596947018,-3.800231235,1.745481492,13,17.829222,12,376,935.2012129,1206.528479,0.775117396047806
"interval",TRUE,"p187","d025","s1",28,33.90055993,0.100459155,-5.070850322,1.952088586,18,6.615294,16,1290,1081.75343,1213.090366,0.891733592417302
"interval",TRUE,"p187","d079","s1",29,30.40495587,0.07943866535,-1.753161788,1.833912619,15,5.855562,14,1344,989.1391908,1186.486289,0.833670982943824
"interval",TRUE,"p187","d030","s1",30,26.64573271,0.05975644848,0.5360266973,1.70015412,12,6.191709,11,1348,906.2197134,1174.543861,0.771550338382808
"interval",TRUE,"p187","d081","s1",31,24.22446143,0.04865541934,-2.029566191,1.609706508,9,5.647472,7,1274,1150.443578,1196.583219,0.961440508050447
"interval",TRUE,"p187","d098","s1",32,36.31163076,0.1165090892,-9.87492826,2.030589441,19,5.756759,17,1326,1193.806251,1257.039614,0.949696602799345
"interval",TRUE,"p187","d130","s1",33,20.72725787,0.03475826519,-1.114800607,1.471943057,6,5.764109,5,1286,934.7640204,1188.408099,0.786568200929099
"interval",TRUE,"p187","d044","s1",34,29.46134633,0.07421559355,-3.031573459,1.801033574,14,6.016724,13,384,1002.503511,1200.138739,0.83532301593341
"interval",TRUE,"p187","d022","s1",35,36.53891972,0.1180880303,-7.040457299,2.037873341,20,5.254899,18,1376,1097.753971,1230.836788,0.89187614613287
"interval",TRUE,"p187","d097","s1",36,34.72561509,0.1058078698,-8.403607829,1.97921114,18,8.560827,17,1396,1067.937559,1243.292449,0.858959257621937
"interval",TRUE,"p187","d100","s1",37,33.46763821,0.09771204512,-10.412065,1.937744377,17,5.419201,15,1352,1179.646327,1256.055568,0.939167308400483
"interval",TRUE,"p187","d052","s1",38,21.05019297,0.03593705195,-2.22680319,1.485059559,6,5.082149,4,1264,1170.867743,1195.439959,0.979445043797469
"interval",TRUE,"p187","d026","s1",39,31.82036013,0.08763164697,-2.828698685,1.882426517,16,5.871764,14,1358,1097.242009,1193.699405,0.919194568083076
"pdfinterval",TRUE,"p40","d128","s1",0,31.29011882,0.0845118364,-8.595554029,1.864362043,15,30.540481,12,1272,1227.361792,1240.169239,0.989672823194416
"pdfinterval",TRUE,"p40","d017","s1",1,36.63424279,0.1187536195,-9.131905157,2.040922398,20,22.431105,17,1382,1198.901131,1251.271991,0.958145902428339
"pdfinterval",TRUE,"p40","d130","s1",2,20.72725787,0.03475826519,-1.114800607,1.471943057,6,14.918751,3,1242,1187.099764,1188.408099,0.998899086095845
"pdfinterval",TRUE,"p40","d033","s1",3,23.00791872,0.04353701092,2.049486667,1.56280973,8,16.456502,5,1272,1175.017198,1181.59984,0.994429042915239
"pdfinterval",TRUE,"p40","d044","s1",4,29.46134633,0.07421559355,-3.031573459,1.801033574,14,11.389866,12,1314,1105.264425,1200.138739,0.920947211420696
"pdfinterval",TRUE,"p40","d037","s1",5,35.81741481,0.113115163,-2.85970231,2.014683982,20,11.374032,18,1264,1033.315829,1182.203022,0.874059539495916
"pdfinterval",TRUE,"p40","d052","s1",6,21.05019297,0.03593705195,-2.22680319,1.485059559,6,15.432459,4,1278,1170.867743,1195.439959,0.979445043797469
"pdfinterval",TRUE,"p40","d129","s1",7,34.25450162,0.1027354811,-9.448212062,1.963758002,18,18.386488,17,374,1026.435437,1251.416385,0.820218952942669
"pdfinterval",TRUE,"p40","d055","s1",8,33.17488926,0.09587754153,-2.393488506,1.927999732,18,6.688523,16,1304,1028.181982,1186.174649,0.866804886503691
"pdfinterval",TRUE,"p40","d073","s1",9,32.49700592,0.09170111007,-5.367497188,1.905293504,17,36.00555,15,1380,1071.557524,1216.402768,0.880923286422512
"pdfinterval",TRUE,"p40","d079","s1",10,30.40495587,0.07943866535,-1.753161788,1.833912619,15,11.424235,13,1336,1081.828574,1186.486289,0.911791888393242
"pdfinterval",TRUE,"p40","d041","s1",11,27.70492878,0.06499887903,-1.133381372,1.738613155,13,10.172382,10,1312,1134.534091,1186.708678,0.956034207917034
"pdfinterval",TRUE,"p40","d069","s1",12,37.26055614,0.1231767845,-7.674336723,2.060872536,20,8.825349,18,1292,1144.652601,1237.193856,0.92520068334384
"pdfinterval",TRUE,"p40","d138","s1",13,35.72366012,0.1124773927,-3.814432754,2.011656125,19,7.40428,17,1340,1096.767469,1195.238543,0.917613873333735
"pdfinterval",TRUE,"p40","d022","s1",14,36.53891972,0.1180880303,-7.040457299,2.037873341,20,7.299142,18,1390,1097.753971,1230.836788,0.89187614613287
"pdfinterval",TRUE,"p40","d029","s1",15,23.35244931,0.04495561656,-1.420719614,1.576196186,8,9.30035,6,1266,1163.5861,1191.615171,0.976478084802766
"pdfinterval",TRUE,"p40","d021","s1",16,25.4861594,0.05428744692,-0.3205061342,1.657295374,10,8.257217,8,1296,1141.18726,1183.620042,0.964149997047786
"pdfinterval",TRUE,"p40","d025","s1",17,33.90055993,0.100459155,-5.070850322,1.952088586,18,9.147345,16,1346,1081.75343,1213.090366,0.891733592417302
"pdfinterval",TRUE,"p40","d104","s1",18,27.89593825,0.06596947018,-3.800231235,1.745481492,13,25.655201,11,1180,1075.551328,1206.528479,0.891442967754431
"pdfinterval",TRUE,"p40","d098","s1",19,36.31163076,0.1165090892,-9.87492826,2.030589441,19,8.899161,17,1284,1193.806251,1257.039614,0.949696602799345
"pdfinterval",TRUE,"p40","d062","s1",20,28.58207676,0.06951974463,-4.745893131,1.769990035,13,8.999234,11,522,1136.686599,1210.89023,0.938719770659971
"pdfinterval",TRUE,"p40","d141","s1",21,25.73279689,0.05542712795,-1.436388293,1.666479746,11,10.828756,8,1268,1160.195836,1191.998515,0.973319866929532
"pdfinterval",TRUE,"p40","d026","s1",22,31.82036013,0.08763164697,-2.828698685,1.882426517,16,6.764763,14,1344,1097.242009,1193.699405,0.919194568083076
"pdfinterval",TRUE,"p40","d097","s1",23,34.72561509,0.1058078698,-8.403607829,1.97921114,18,7.5188,16,1318,1159.968347,1243.292449,0.932981092206408
"pdfinterval",TRUE,"p40","d100","s1",24,33.46763821,0.09771204512,-10.412065,1.937744377,17,7.331167,15,526,1179.646327,1256.055568,0.939167308400483
"pdfinterval",TRUE,"p40","d088","s1",25,36.75544378,0.1196027989,-4.65979637,2.044794322,20,8.258614,18,1390,1086.222119,1202.701793,0.903151658475993
"pdfinterval",TRUE,"p40","d091","s1",26,32.06728636,0.08910522279,-6.760877552,1.890795087,16,9.600194,14,84,1136.749385,1227.983039,0.925704467323673
"pdfinterval",TRUE,"p40","d081","s1",27,24.22446143,0.04865541934,-2.029566191,1.609706508,9,18.797658,5,1244,1196.583219,1196.583219,1
"pdfinterval",TRUE,"p40","d030","s1",28,26.64573271,0.05975644848,0.5360266973,1.70015412,12,7.663858,10,1326,1049.505932,1174.543861,0.893543414467687
"pdfinterval",TRUE,"p40","d032","s1",29,26.62258794,0.05964453188,0.4747644408,1.699306539,12,10.030026,9,1318,1130.085418,1174.835594,0.961909414195021
"pdfinterval",TRUE,"p40","d128","s1",30,31.29011882,0.0845118364,-8.595554029,1.864362043,15,6.929572,12,1300,1227.361792,1240.169239,0.989672823194416
"pdfinterval",TRUE,"p40","d017","s1",31,36.63424279,0.1187536195,-9.131905157,2.040922398,20,8.642141,17,1368,1198.901131,1251.271991,0.958145902428339
"pdfinterval",TRUE,"p40","d130","s1",32,20.72725787,0.03475826519,-1.114800607,1.471943057,6,14.165113,3,1256,1187.099764,1188.408099,0.998899086095845
"pdfinterval",TRUE,"p40","d033","s1",33,23.00791872,0.04353701092,2.049486667,1.56280973,8,7.354877,5,1258,1175.017198,1181.59984,0.994429042915239
"pdfinterval",TRUE,"p40","d044","s1",34,29.46134633,0.07421559355,-3.031573459,1.801033574,14,11.033813,11,1250,1166.042515,1200.138739,0.971589764673033
"pdfinterval",TRUE,"p40","d037","s1",35,35.81741481,0.113115163,-2.85970231,2.014683982,20,8.247295,16,1388,1135.433827,1182.203022,0.960438948192775
"pdfinterval",TRUE,"p40","d052","s1",36,21.05019297,0.03593705195,-2.22680319,1.485059559,6,27.016576,3,1242,1195.439959,1195.439959,1
"pdfinterval",TRUE,"p40","d129","s1",37,34.25450162,0.1027354811,-9.448212062,1.963758002,18,8.795258,15,1366,1211.79541,1251.416385,0.968339095224488
"pdfinterval",TRUE,"p40","d055","s1",38,33.17488926,0.09587754153,-2.393488506,1.927999732,18,7.87477,14,294,1145.143295,1186.174649,0.965408673980184
"pdfinterval",TRUE,"p40","d073","s1",39,32.49700592,0.09170111007,-5.367497188,1.905293504,17,8.292234,14,182,1149.378295,1216.402768,0.944899440577399
"text60",FALSE,"p344","d128","s1",0,31.29011882,0.0845118364,-8.595554029,1.864362043,15,30.540481,12,1272,1227.361792,1240.169239,0.989672823194416
"text60",FALSE,"p344","d017","s1",1,36.63424279,0.1187536195,-9.131905157,2.040922398,20,22.431105,17,1382,1198.901131,1251.271991,0.958145902428339
"text60",FALSE,"p344","d130","s1",2,20.72725787,0.03475826519,-1.114800607,1.471943057,6,14.918751,3,1242,1187.099764,1188.408099,0.998899086095845
"text60",FALSE,"p344","d033","s1",3,23.00791872,0.04353701092,2.049486667,1.56280973,8,16.456502,5,1272,1175.017198,1181.59984,0.994429042915239
"text60",FALSE,"p344","d044","s1",4,29.46134633,0.07421559355,-3.031573459,1.801033574,14,11.389866,12,1314,1105.264425,1200.138739,0.920947211420696
"text60",FALSE,"p344","d037","s1",5,35.81741481,0.113115163,-2.85970231,2.014683982,20,11.374032,18,1264,1033.315829,1182.203022,0.874059539495916
"text60",FALSE,"p344","d052","s1",6,21.05019297,0.03593705195,-2.22680319,1.485059559,6,15.432459,4,1278,1170.867743,1195.439959,0.979445043797469
"text60",FALSE,"p344","d129","s1",7,34.25450162,0.1027354811,-9.448212062,1.963758002,18,18.386488,17,374,1026.435437,1251.416385,0.820218952942669
"text60",FALSE,"p344","d055","s1",8,33.17488926,0.09587754153,-2.393488506,1.927999732,18,6.688523,16,1304,1028.181982,1186.174649,0.866804886503691
"text60",FALSE,"p344","d073","s1",9,32.49700592,0.09170111007,-5.367497188,1.905293504,17,36.00555,15,1380,1071.557524,1216.402768,0.880923286422512
"text60",FALSE,"p344","d079","s1",10,30.40495587,0.07943866535,-1.753161788,1.833912619,15,11.424235,13,1336,1081.828574,1186.486289,0.911791888393242
"text60",FALSE,"p344","d041","s1",11,27.70492878,0.06499887903,-1.133381372,1.738613155,13,10.172382,10,1312,1134.534091,1186.708678,0.956034207917034
"text60",FALSE,"p344","d069","s1",12,37.26055614,0.1231767845,-7.674336723,2.060872536,20,8.825349,18,1292,1144.652601,1237.193856,0.92520068334384
"text60",FALSE,"p344","d138","s1",13,35.72366012,0.1124773927,-3.814432754,2.011656125,19,7.40428,17,1340,1096.767469,1195.238543,0.917613873333735
"text60",FALSE,"p344","d022","s1",14,36.53891972,0.1180880303,-7.040457299,2.037873341,20,7.299142,18,1390,1097.753971,1230.836788,0.89187614613287
"text60",FALSE,"p344","d029","s1",15,23.35244931,0.04495561656,-1.420719614,1.576196186,8,9.30035,6,1266,1163.5861,1191.615171,0.976478084802766
"text60",FALSE,"p344","d021","s1",16,25.4861594,0.05428744692,-0.3205061342,1.657295374,10,8.257217,8,1296,1141.18726,1183.620042,0.964149997047786
"text60",FALSE,"p344","d025","s1",17,33.90055993,0.100459155,-5.070850322,1.952088586,18,9.147345,16,1346,1081.75343,1213.090366,0.891733592417302
"text60",FALSE,"p344","d104","s1",18,27.89593825,0.06596947018,-3.800231235,1.745481492,13,25.655201,11,1180,1075.551328,1206.528479,0.891442967754431
"text60",FALSE,"p344","d098","s1",19,36.31163076,0.1165090892,-9.87492826,2.030589441,19,8.899161,17,1284,1193.806251,1257.039614,0.949696602799345
"text60",FALSE,"p344","d062","s1",20,28.58207676,0.06951974463,-4.745893131,1.769990035,13,8.999234,11,522,1136.686599,1210.89023,0.938719770659971
"text60",FALSE,"p344","d141","s1",21,25.73279689,0.05542712795,-1.436388293,1.666479746,11,10.828756,8,1268,1160.195836,1191.998515,0.973319866929532
"text60",FALSE,"p344","d026","s1",22,31.82036013,0.08763164697,-2.828698685,1.882426517,16,6.764763,14,1344,1097.242009,1193.699405,0.919194568083076
"text60",FALSE,"p344","d097","s1",23,34.72561509,0.1058078698,-8.403607829,1.97921114,18,7.5188,16,1318,1159.968347,1243.292449,0.932981092206408
"text60",FALSE,"p344","d100","s1",24,33.46763821,0.09771204512,-10.412065,1.937744377,17,7.331167,15,526,1179.646327,1256.055568,0.939167308400483
"text60",FALSE,"p344","d088","s1",25,36.75544378,0.1196027989,-4.65979637,2.044794322,20,8.258614,18,1390,1086.222119,1202.701793,0.903151658475993
"text60",FALSE,"p344","d091","s1",26,32.06728636,0.08910522279,-6.760877552,1.890795087,16,9.600194,14,84,1136.749385,1227.983039,0.925704467323673
"text60",FALSE,"p344","d081","s1",27,24.22446143,0.04865541934,-2.029566191,1.609706508,9,18.797658,5,1244,1196.583219,1196.583219,1
"text60",FALSE,"p344","d030","s1",28,26.64573271,0.05975644848,0.5360266973,1.70015412,12,7.663858,10,1326,1049.505932,1174.543861,0.893543414467687
"text60",FALSE,"p344","d032","s1",29,26.62258794,0.05964453188,0.4747644408,1.699306539,12,10.030026,9,1318,1130.085418,1174.835594,0.961909414195021
"text60",FALSE,"p344","d128","s1",30,31.29011882,0.0845118364,-8.595554029,1.864362043,15,6.929572,12,1300,1227.361792,1240.169239,0.989672823194416
"text60",FALSE,"p344","d017","s1",31,36.63424279,0.1187536195,-9.131905157,2.040922398,20,8.642141,17,1368,1198.901131,1251.271991,0.958145902428339
"text60",FALSE,"p344","d130","s1",32,20.72725787,0.03475826519,-1.114800607,1.471943057,6,14.165113,3,1256,1187.099764,1188.408099,0.998899086095845
"text60",FALSE,"p344","d033","s1",33,23.00791872,0.04353701092,2.049486667,1.56280973,8,7.354877,5,1258,1175.017198,1181.59984,0.994429042915239
"text60",FALSE,"p344","d044","s1",34,29.46134633,0.07421559355,-3.031573459,1.801033574,14,11.033813,11,1250,1166.042515,1200.138739,0.971589764673033
"text60",FALSE,"p344","d037","s1",35,35.81741481,0.113115163,-2.85970231,2.014683982,20,8.247295,16,1388,1135.433827,1182.203022,0.960438948192775
"text60",FALSE,"p344","d052","s1",36,21.05019297,0.03593705195,-2.22680319,1.485059559,6,27.016576,3,1242,1195.439959,1195.439959,1
"text60",FALSE,"p344","d129","s1",37,34.25450162,0.1027354811,-9.448212062,1.963758002,18,8.795258,15,1366,1211.79541,1251.416385,0.968339095224488
"text60",FALSE,"p344","d055","s1",38,33.17488926,0.09587754153,-2.393488506,1.927999732,18,7.87477,14,294,1145.143295,1186.174649,0.965408673980184
"text60",FALSE,"p344","d073","s1",39,32.49700592,0.09170111007,-5.367497188,1.905293504,17,8.292234,14,182,1149.378295,1216.402768,0.944899440577399
"pdf",FALSE,"p70","d103","s3",0,23.6703322,0.04628616695,-0.4979821305,1.588472804,9,4.897291,6,2054,1915.864976,1939.178635,0.987977559890969
"pdf",FALSE,"p70","d147","s3",1,23.53262225,0.0457072036,-5.879481893,1.583163135,8,6.693067,3,2013,1955.431371,1975.045066,0.990069241792177
"pdf",FALSE,"p70","d065","s3",2,28.21729628,0.06761983934,-0.3461938899,1.756991857,13,8.837342,4,1919,1879.138796,1924.416922,0.976471768938228
"pdf",FALSE,"p70","d101","s3",3,22.50181685,0.04149731517,1.809113219,1.542989612,8,7.470464,3,1962,1932.642762,1934.506951,0.999036349288362
"pdf",FALSE,"p70","d003","s3",4,35.5058922,0.1110034792,-6.965176752,2.004610098,19,5.714466,5,1808,1811.664668,1975.83375,0.916911490149412
"pdf",FALSE,"p70","d014","s3",5,24.20321219,0.04856339496,-5.781616483,1.608896099,9,8.015652,7,2062,1916.053164,1974.781776,0.970260707935559
"pdf",FALSE,"p70","d028","s3",6,25.23106779,0.05312205266,-2.611692883,1.647756249,10,6.019937,1,1878,1878.756909,1956.265865,0.960379129755965
"pdf",FALSE,"p70","d139","s3",7,21.37567192,0.03714648979,2.912239313,1.498192897,6,16.022109,3,2013,1941.57464,1941.57464,1
"pdf",FALSE,"p70","d063","s3",8,33.02583923,0.09495068585,-2.099230295,1.923024272,17,5.809953,6,1901,1858.652674,1925.082926,0.965492264721276
"pdf",FALSE,"p70","d001","s3",9,24.69325777,0.05070944167,-1.711637833,1.627509204,10,40.24259,4,1953,1939.514754,1949.348718,0.994955256640746
"pdf",FALSE,"p70","d077","s3",10,31.06900768,0.08322878199,-7.353199691,1.856790637,15,11.018771,5,2029,1887.156022,1984.612655,0.950893877072451
"pdf",FALSE,"p70","d013","s3",11,29.76194667,0.07585880246,-4.883384214,1.811555741,14,8.563315,25,1594,1396.63527,1966.055942,0.710374125254672
"pdf",FALSE,"p70","d126","s3",12,22.76718228,0.04256024589,1.013582905,1.553405357,8,8.793529,6,2054,1850.089326,1933.092625,0.957061913161042
"pdf",FALSE,"p70","d080","s3",13,24.3081905,0.04901893584,-6.040662041,1.612896845,9,10.638287,5,2012,1975.55503,1975.55503,1
"pdf",FALSE,"p70","d027","s3",14,31.40850684,0.08520314336,-4.392339465,1.868406575,16,11.255962,3,1826,1826.996356,1958.032929,0.933077441620493
"pdf",FALSE,"p70","d068","s3",15,28.66891662,0.06997620111,-2.15136236,1.773073951,13,35.92906,5,1893,1906.815363,1944.593162,0.98057290350587
"pdf",FALSE,"p70","d068","s3",16,28.66891662,0.06997620111,-2.15136236,1.773073951,13,39.458017,5,1978,1906.815363,1944.593162,0.98057290350587
"pdf",FALSE,"p70","d007","s3",17,26.87552804,0.06087373354,-8.041466992,1.70855246,11,19.843096,4,1953,1932.382165,1987.106684,0.972460200833384
"pdf",FALSE,"p70","d008","s3",18,35.59681665,0.1116176129,-11.27908286,2.007554253,19,29.796386,4,1868,1795.845299,2020.856349,0.888655593896447
"pdf",FALSE,"p70","d060","s3",19,34.43021452,0.1038757225,-7.673985978,1.969532142,18,6.447888,4,1783,1807.341923,1987.309099,0.909441779293137
"pdf",FALSE,"p70","d067","s3",20,24.73388004,0.05088957365,-4.638728117,1.629045038,10,12.052328,4,1987,1953.681364,1967.857475,0.99279616985473
"pdf",FALSE,"p70","d064","s3",21,26.2962516,0.05807850447,-5.253670735,1.687322213,11,8.953655,4,1953,1934.571999,1972.16795,0.980936739692986
"pdf",FALSE,"p70","d083","s3",22,21.96648111,0.03939683264,1.5623572,1.521816728,7,9.502182,4,2021,1930.23211,1935.484054,0.997286495856607
"pdf",FALSE,"p70","d106","s3",23,30.73841958,0.08133008529,-2.877003879,1.845427493,15,6.206789,4,1766,1857.430717,1944.729102,0.955110259361975
"pdf",FALSE,"p70","d051","s3",24,33.55862138,0.09828598937,-4.807216683,1.9407655,18,8.143101,4,1851,1815.482717,1956.655179,0.927850106899188
"pdf",FALSE,"p70","d099","s3",25,34.09343189,0.1016961912,-2.273461659,1.958453955,18,5.971305,4,1800,1798.415261,1920.22977,0.936562534909559
"pdf",FALSE,"p70","d119","s3",26,32.12164818,0.08943140758,-10.23243075,1.89263377,16,9.351178,4,1851,1850.985911,2008.216034,0.921706569244532
"pdf",FALSE,"p70","d011","s3",27,29.81992863,0.07617797814,-6.171471516,1.813580113,14,23.127973,4,1851,1881.009935,1975.654759,0.952094451943666
"pdf",FALSE,"p70","d011","s3",28,29.81992863,0.07617797814,-6.171471516,1.813580113,14,24.713558,4,1885,1881.009935,1975.654759,0.952094451943666
"pdf",FALSE,"p70","d036","s3",29,36.11904105,0.1151801181,-3.047447742,2.024402322,20,18.212483,4,1664,1764.820546,1916.901227,0.920663266913335
"pdf",FALSE,"p70","d005","s3",30,30.5953308,0.08051555526,-3.729282578,1.840493031,15,12.834005,4,1919,1862.47674,1953.690745,0.953311953166876
"pdf",FALSE,"p70","d090","s3",31,33.06869388,0.09521667937,-7.814393041,1.924455787,17,45.468609,4,1715,1830.550522,1989.946178,0.91989951398575
"pdf",FALSE,"p70","d103","s3",32,23.6703322,0.04628616695,-0.4979821305,1.588472804,9,9.31428,4,1885,1938.280134,1939.178635,0.999536658983457
"pdf",FALSE,"p70","d147","s3",33,23.53262225,0.0457072036,-5.879481893,1.583163135,8,13.499614,4,2021,1970.755702,1975.045066,0.99782821968276
"pdf",FALSE,"p70","d065","s3",34,28.21729628,0.06761983934,-0.3461938899,1.756991857,13,9.870995,4,1953,1879.138796,1924.416922,0.976471768938228
"pdf",FALSE,"p70","d101","s3",35,22.50181685,0.04149731517,1.809113219,1.542989612,8,10.771391,4,1987,1934.506951,1934.506951,1
"pdf",FALSE,"p70","d003","s3",36,35.5058922,0.1110034792,-6.965176752,2.004610098,19,28.815998,4,1749,1787.039593,1975.83375,0.904448359078794
"pdf",FALSE,"p70","d014","s3",37,24.20321219,0.04856339496,-5.781616483,1.608896099,9,8.091716,4,1970,1963.946742,1974.781776,0.994513300592663
"pdf",FALSE,"p70","d028","s3",38,25.23106779,0.05312205266,-2.611692883,1.647756249,10,8.13407,4,2055,1938.721404,1956.265865,0.991031658163703
"pdf",FALSE,"p70","d139","s3",39,21.37567192,0.03714648979,2.912239313,1.498192897,6,19.469322,4,2021,1922.224595,1941.57464,0.990033839234736
"none",TRUE,"p104","d057","s4",0,22.30967592,0.04073668239,0.8250353948,1.535415266,7,37.758544,15,98,111.0062424,445.052421,0.249422848100853
"none",TRUE,"p104","d040","s4",1,23.11982481,0.04399510928,1.773844046,1.56716706,8,16.935479,25,592,234.7286674,434.7286674,0.539942923027947
"none",TRUE,"p104","d122","s4",2,23.54441525,0.04575663095,-4.652468737,1.583618354,8,11.413435,25,396,227.8170768,427.8170768,0.532510479721926
"none",TRUE,"p104","d124","s4",3,35.90296668,0.1136988217,-6.579258419,2.017443978,19,7.281607,15,784,682.4854399,682.4854399,1
"none",TRUE,"p104","d125","s4",4,23.93555256,0.04741223563,-2.069631864,1.598661928,9,20.443712,15,112,95.80804139,422.7356712,0.22663817585593
"none",TRUE,"p104","d143","s4",5,31.96362308,0.08848498847,-2.233680531,1.887285194,16,49.046798,25,326,129.2008613,488.7667051,0.2643405533803
"none",TRUE,"p104","d134","s4",6,31.55883877,0.08608533695,-4.936221578,1.873533069,16,32.35031,15,826,449.9352479,449.9352479,1
"none",TRUE,"p104","d004","s4",7,21.6800549,0.03829699242,0.1246824294,1.510398089,7,25.615589,15,154,118.5138772,453.3894503,0.26139531284105
"none",TRUE,"p104","d131","s4",8,33.96145457,0.1008488419,-3.006074973,1.95409996,18,11.916444,25,284,121.9086818,595.8481363,0.204596900406551
"none",TRUE,"p104","d020","s4",9,32.77233029,0.09338534855,-6.268149476,1.914539821,17,92.711996,15,-70,558.8708764,558.8708764,1
"none",TRUE,"p104","d092","s4",10,30.5122662,0.08004472887,-2.186624671,1.837624011,15,16.375818,25,130,140.9185759,353.3975589,0.398753676563667
"none",TRUE,"p104","d034","s4",11,23.25280674,0.04454282958,0.8127222917,1.572333357,8,71.290113,15,140,100.725807,432.1379065,0.233087182320582
"none",TRUE,"p104","d061","s4",12,37.20177385,0.1227579597,-7.139004172,2.059006236,20,49.518394,15,756,698.9878912,698.9878912,1
"none",TRUE,"p104","d144","s4",13,28.40116397,0.06857395719,-5.911360926,1.763552485,13,8.054608,15,14,146.3750998,363.21097,0.403002970422397
"none",TRUE,"p104","d140","s4",14,31.32928608,0.08474021262,-4.835446645,1.865700849,16,7.822227,25,270,132.5608001,426.6601376,0.310694129631294
"none",TRUE,"p104","d010","s4",15,27.20184748,0.06247942182,-4.999434442,1.720426072,12,28.753684,15,56,105.5822753,378.2377058,0.279142649400027
"none",TRUE,"p104","d148","s4",16,27.24159285,0.06267652567,-3.931413007,1.721868108,12,8.164207,25,438,177.8590243,377.8590243,0.470702068395724
"none",TRUE,"p104","d096","s4",17,35.08765613,0.1082019695,-6.363171817,1.991025931,19,6.272984,15,784,665.2334035,665.2334035,1
"none",TRUE,"p104","d012","s4",18,31.96603578,0.08849939766,-3.133107441,1.88736694,16,39.214663,15,-154,488.9939527,488.9939527,1
"none",TRUE,"p104","d107","s4",19,34.59131979,0.1049271069,-2.555503968,1.974815232,19,37.734428,25,592,123.7628582,608.0888088,0.20352760387785
"none",TRUE,"p104","d095","s4",20,20.72057923,0.03473410911,1.01602908,1.471670878,6,29.663834,25,536,266.9666646,466.9666646,0.571703902737215
"none",TRUE,"p104","d087","s4",21,32.42270138,0.09124938457,-3.686745815,1.902792393,17,8.386702,15,-84,523.8336729,523.8336729,1
"none",TRUE,"p104","d002","s4",22,35.61497086,0.1117404501,-11.36727582,2.008141706,19,9.26411,15,798,727.752687,727.752687,1
"none",TRUE,"p104","d123","s4",23,27.90904069,0.06603633153,-8.187980639,1.745951896,12,14.158518,25,368,169.7256924,369.7256924,0.45905842057732
"none",TRUE,"p104","d085","s4",24,36.8308164,0.1201325248,-7.50936447,2.047199455,20,10.04948,25,368,119.392644,701.575635,0.170177865427154
"none",TRUE,"p104","d112","s4",25,27.66510708,0.06479750188,-6.683342445,1.737178703,12,8.334567,15,840,113.1276055,372.4411268,0.30374627655111
"none",TRUE,"p104","d016","s4",26,33.13339136,0.09561900497,-7.208987472,1.926615443,17,8.178449,15,714,590.6877331,590.6877331,1
"none",TRUE,"p104","d150","s4",27,23.39813767,0.04514557187,1.204224254,1.57796503,8,37.239815,25,382,230.4504549,430.4504549,0.535370452689002
"none",TRUE,"p104","d024","s4",28,25.54150761,0.05454209886,-1.997940342,1.659359735,10,12.715141,15,28,89.42534485,400.8649608,0.223080971386312
"none",TRUE,"p104","d076","s4",29,28.42601847,0.06870348135,-3.714685484,1.764437934,13,8.874972,15,-14,156.6647274,363.1598513,0.431393301983104
"none",TRUE,"p104","d057","s4",30,22.30967592,0.04073668239,0.8250353948,1.535415266,7,8.833555,15,168,111.0062424,445.052421,0.249422848100853
"none",TRUE,"p104","d040","s4",31,23.11982481,0.04399510928,1.773844046,1.56716706,8,7.981407,25,480,234.7286674,434.7286674,0.539942923027947
"none",TRUE,"p104","d122","s4",32,23.54441525,0.04575663095,-4.652468737,1.583618354,8,18.901276,25,438,227.8170768,427.8170768,0.532510479721926
"none",TRUE,"p104","d124","s4",33,35.90296668,0.1136988217,-6.579258419,2.017443978,19,28.434102,15,770,682.4854399,682.4854399,1
"none",TRUE,"p104","d125","s4",34,23.93555256,0.04741223563,-2.069631864,1.598661928,9,18.472174,25,424,222.7356712,422.7356712,0.526891119852107
"none",TRUE,"p104","d143","s4",35,31.96362308,0.08848498847,-2.233680531,1.887285194,16,12.26265,15,770,488.7667051,488.7667051,1
"none",TRUE,"p104","d134","s4",36,31.55883877,0.08608533695,-4.936221578,1.873533069,16,44.608829,15,-28,449.9352479,449.9352479,1
