"vis","arrival","participant","distribution","scenario","trial","mu","sigma","nu","tau","mode","duration","response","payoff","expected_payoff","optimal_payoff","expected_over_optimal"
"pdf",TRUE,"p172","d046","s2",4,21.58123865,0.03792142413,-5.081845585,1.506443794,6,4.266496,5,880,714.9272057,787.1431588,0.908255630132016
"pdf",TRUE,"p172","d047","s2",5,24.65707523,0.05054928537,-1.914205833,1.626140319,10,5.043513,10,920,299.6999016,775.3336162,0.386543154247412
"pdf",TRUE,"p172","d035","s2",6,27.83685316,0.06566841211,-8.353520347,1.743359052,12,3.959697,10,864,768.2478658,811.7500849,0.946409344564024
"pdf",TRUE,"p172","d059","s2",7,37.10946712,0.1221018169,-7.702062736,2.056073017,20,2.618973,15,862,823.037341,823.037341,1
"pdf",TRUE,"p172","d038","s2",8,30.9871603,0.08275651086,-8.541650758,1.853982156,15,4.182436,10,850,817.127077,819.148104,0.997532769727317
"pdf",TRUE,"p172","d018","s2",9,35.77511914,0.1128272054,-9.375370989,2.013318439,19,18.395422,5,698,666.446236,835.8553583,0.797322442671718
"pdf",TRUE,"p172","d045","s2",10,32.40922789,0.09116760228,-9.3365583,1.90233861,16,3.680641,10,836,810.7303789,828.030666,0.979106707262941
"pdf",TRUE,"p172","d117","s2",11,26.54547375,0.05927245804,-6.742880215,1.696480285,11,4.492903,10,892,632.8684714,802.0177553,0.789095337625376
"pdf",TRUE,"p172","d031","s2",12,31.61030016,0.08638844829,-7.259124189,1.87528557,16,3.58958,15,918,569.2908961,812.7585156,0.700442856239697
"pdf",TRUE,"p172","d149","s2",13,25.43371537,0.05404674665,0.5947185069,1.65533757,10,3.205616,10,920,447.7573175,760.7855891,0.588546002862241
"pdf",TRUE,"p172","d072","s2",14,24.09744973,0.04810675783,-6.219083057,1.604857983,9,2.889272,10,52,221.7959861,795.4790974,0.278820633785267
"pdf",TRUE,"p172","d058","s2",15,30.60130311,0.08054946459,-8.749926067,1.840699185,15,4.352518,5,768,731.1797128,819.3503979,0.892389525499735
"pdf",TRUE,"p172","d133","s2",16,25.02368077,0.05218458971,1.452733518,1.639970703,10,4.180614,10,920,370.0814463,759.6070978,0.48720114302755
"pdf",TRUE,"p172","d082","s2",17,29.66744687,0.07534014583,-6.451215425,1.808252786,14,4.785783,10,850,802.5715102,803.371093,0.999004715495782
"pdf",TRUE,"p172","d086","s2",18,27.49820952,0.06395715108,-1.229493608,1.731157146,12,6.860339,15,162,236.7611136,768.6847866,0.308008064849608
"pdf",TRUE,"p172","d023","s2",19,32.54318003,0.09198242298,-3.770348319,1.906846509,17,4.855892,5,698,697.8033795,784.5654637,0.889413837067424
"pdf",TRUE,"p172","d089","s2",20,26.32905022,0.05823488887,-2.625763682,1.688529559,11,3.254339,10,892,599.2000124,779.9079527,0.768295810198628
"pdf",TRUE,"p172","d110","s2",21,32.85901261,0.09391901402,-2.175973861,1.917444046,17,2.843454,10,682,763.3178367,767.8845627,0.994052848277165
"pdf",TRUE,"p172","d127","s2",22,27.17903824,0.06236645741,-6.815189141,1.719598104,12,3.544805,10,-186,710.35934,802.7279434,0.884931620782045
"pdf",TRUE,"p172","d053","s2",23,31.02703991,0.08298644183,-8.085630933,1.855350965,15,3.058645,10,836,814.6252859,816.2454712,0.998015075908944
"pdf",TRUE,"p172","d093","s2",24,23.61822761,0.04606664784,-1.401415303,1.586465365,9,4.475219,10,52,191.6682356,773.4546956,0.247807966892379
"pdf",TRUE,"p172","d056","s2",25,21.17009708,0.03638010201,2.380545484,1.489907787,6,2.898857,10,94,146.3904549,765.5672154,0.191218291425284
"pdf",TRUE,"p172","d074","s2",26,26.09859069,0.05714082808,-1.758399,1.680032512,11,4.263907,5,740,764.4741658,773.6226355,0.988174506173689
"pdf",TRUE,"p172","d075","s2",27,25.42655444,0.05401392491,0.5400464383,1.655070109,10,8.695243,5,782,756.7015588,760.9673631,0.994394234882003
"pdf",TRUE,"p172","d054","s2",28,36.65567068,0.1189035151,-7.786680042,2.041607337,20,3.825627,5,684,653.732244,822.2629678,0.795040357647492
"pdf",TRUE,"p172","d094","s2",29,31.80026271,0.08751229207,-5.456805414,1.88174418,16,3.821943,10,836,795.6639243,799.2971538,0.995454469614051
"pdf",TRUE,"p172","d050","s2",30,30.16021595,0.07806567133,-8.319483041,1.825427198,14,3.222854,10,878,817.0753113,817.0753113,1
"pdf",TRUE,"p172","d070","s2",31,30.68754124,0.08103995741,-6.01675119,1.843674061,15,3.271751,10,878,802.7726161,802.7726161,1
"pdf",TRUE,"p172","d071","s2",32,25.72030733,0.05536910986,-0.3242686306,1.66601556,11,3.353029,10,892,500.3991263,765.5047669,0.653685186476923
"pdf",TRUE,"p172","d137","s2",33,25.75276185,0.05551993943,-2.238303239,1.667221563,11,3.752968,5,796,769.8127682,777.7066646,0.989849776581174
"pdf",TRUE,"p172","d046","s2",34,21.58123865,0.03792142413,-5.081845585,1.506443794,6,3.376532,10,94,148.7301846,787.1431588,0.188949345410991
"pdf",TRUE,"p172","d047","s2",35,24.65707523,0.05054928537,-1.914205833,1.626140319,10,3.855313,10,-46,299.6999016,775.3336162,0.386543154247412
"pdf",TRUE,"p172","d035","s2",36,27.83685316,0.06566841211,-8.353520347,1.743359052,12,6.150485,10,906,768.2478658,811.7500849,0.946409344564024
"pdf",TRUE,"p172","d059","s2",37,37.10946712,0.1221018169,-7.702062736,2.056073017,20,3.499273,10,808,754.5991348,823.037341,0.916846778644518
"pdf",TRUE,"p172","d038","s2",38,30.9871603,0.08275651086,-8.541650758,1.853982156,15,3.493497,5,698,725.9150038,819.148104,0.886182852960617
"pdf",TRUE,"p172","d018","s2",39,35.77511914,0.1128272054,-9.375370989,2.013318439,19,3.64658,5,698,666.446236,835.8553583,0.797322442671718
"pdf",TRUE,"p172","d050","s2",0,30.16021595,0.07806567133,-8.319483041,1.825427198,14,5.302722,15,960,390.2105329,817.0753113,0.477569848829674
"pdf",TRUE,"p172","d070","s2",1,30.68754124,0.08103995741,-6.01675119,1.843674061,15,3.691417,15,932,468.3406802,802.7726161,0.58340390642032
"pdf",TRUE,"p172","d071","s2",2,25.72030733,0.05536910986,-0.3242686306,1.66601556,11,3.670851,10,906,500.3991263,765.5047669,0.653685186476923
"pdf",TRUE,"p172","d137","s2",3,25.75276185,0.05551993943,-2.238303239,1.667221563,11,3.705734,15,204,209.7772849,777.7066646,0.269738314519775
"pdf",TRUE,"p172","d046","s2",4,21.58123865,0.03792142413,-5.081845585,1.506443794,6,4.266496,5,880,714.9272057,787.1431588,0.908255630132016
"pdf",TRUE,"p172","d047","s2",5,24.65707523,0.05054928537,-1.914205833,1.626140319,10,5.043513,10,920,299.6999016,775.3336162,0.386543154247412
"pdf",TRUE,"p172","d035","s2",6,27.83685316,0.06566841211,-8.353520347,1.743359052,12,3.959697,10,864,768.2478658,811.7500849,0.946409344564024
"pdf",TRUE,"p172","d059","s2",7,37.10946712,0.1221018169,-7.702062736,2.056073017,20,2.618973,15,862,823.037341,823.037341,1
"pdf",TRUE,"p172","d038","s2",8,30.9871603,0.08275651086,-8.541650758,1.853982156,15,4.182436,10,850,817.127077,819.148104,0.997532769727317
"pdf",TRUE,"p172","d018","s2",9,35.77511914,0.1128272054,-9.375370989,2.013318439,19,18.395422,5,698,666.446236,835.8553583,0.797322442671718
"pdf",TRUE,"p172","d045","s2",10,32.40922789,0.09116760228,-9.3365583,1.90233861,16,3.680641,10,836,810.7303789,828.030666,0.979106707262941
"pdf",TRUE,"p172","d117","s2",11,26.54547375,0.05927245804,-6.742880215,1.696480285,11,4.492903,10,892,632.8684714,802.0177553,0.789095337625376
"pdf",TRUE,"p172","d031","s2",12,31.61030016,0.08638844829,-7.259124189,1.87528557,16,3.58958,15,918,569.2908961,812.7585156,0.700442856239697
"pdf",TRUE,"p172","d149","s2",13,25.43371537,0.05404674665,0.5947185069,1.65533757,10,3.205616,10,920,447.7573175,760.7855891,0.588546002862241
"pdf",TRUE,"p172","d072","s2",14,24.09744973,0.04810675783,-6.219083057,1.604857983,9,2.889272,10,52,221.7959861,795.4790974,0.278820633785267
"pdf",TRUE,"p172","d058","s2",15,30.60130311,0.08054946459,-8.749926067,1.840699185,15,4.352518,5,768,731.1797128,819.3503979,0.892389525499735
"pdf",TRUE,"p172","d133","s2",16,25.02368077,0.05218458971,1.452733518,1.639970703,10,4.180614,10,920,370.0814463,759.6070978,0.48720114302755
"pdf",TRUE,"p172","d082","s2",17,29.66744687,0.07534014583,-6.451215425,1.808252786,14,4.785783,10,850,802.5715102,803.371093,0.999004715495782
"pdf",TRUE,"p172","d086","s2",18,27.49820952,0.06395715108,-1.229493608,1.731157146,12,6.860339,15,162,236.7611136,768.6847866,0.308008064849608
"pdf",TRUE,"p172","d023","s2",19,32.54318003,0.09198242298,-3.770348319,1.906846509,17,4.855892,5,698,697.8033795,784.5654637,0.889413837067424
"pdf",TRUE,"p172","d089","s2",20,26.32905022,0.05823488887,-2.625763682,1.688529559,11,3.254339,10,892,599.2000124,779.9079527,0.768295810198628
"pdf",TRUE,"p172","d110","s2",21,32.85901261,0.09391901402,-2.175973861,1.917444046,17,2.843454,10,682,763.3178367,767.8845627,0.994052848277165
"pdf",TRUE,"p172","d127","s2",22,27.17903824,0.06236645741,-6.815189141,1.719598104,12,3.544805,10,-186,710.35934,802.7279434,0.884931620782045
"pdf",TRUE,"p172","d053","s2",23,31.02703991,0.08298644183,-8.085630933,1.855350965,15,3.058645,10,836,814.6252859,816.2454712,0.998015075908944
"pdf",TRUE,"p172","d093","s2",24,23.61822761,0.04606664784,-1.401415303,1.586465365,9,4.475219,10,52,191.6682356,773.4546956,0.247807966892379
"pdf",TRUE,"p172","d056","s2",25,21.17009708,0.03638010201,2.380545484,1.489907787,6,2.898857,10,94,146.3904549,765.5672154,0.191218291425284
"pdf",TRUE,"p172","d074","s2",26,26.09859069,0.05714082808,-1.758399,1.680032512,11,4.263907,5,740,764.4741658,773.6226355,0.988174506173689
"pdf",TRUE,"p172","d075","s2",27,25.42655444,0.05401392491,0.5400464383,1.655070109,10,8.695243,5,782,756.7015588,760.9673631,0.994394234882003
"pdf",TRUE,"p172","d054","s2",28,36.65567068,0.1189035151,-7.786680042,2.041607337,20,3.825627,5,684,653.732244,822.2629678,0.795040357647492
"pdf",TRUE,"p172","d094","s2",29,31.80026271,0.08751229207,-5.456805414,1.88174418,16,3.821943,10,836,795.6639243,799.2971538,0.995454469614051
"pdf",TRUE,"p172","d050","s2",30,30.16021595,0.07806567133,-8.319483041,1.825427198,14,3.222854,10,878,817.0753113,817.0753113,1
"pdf",TRUE,"p172","d070","s2",31,30.68754124,0.08103995741,-6.01675119,1.843674061,15,3.271751,10,878,802.7726161,802.7726161,1
"pdf",TRUE,"p172","d071","s2",32,25.72030733,0.05536910986,-0.3242686306,1.66601556,11,3.353029,10,892,500.3991263,765.5047669,0.653685186476923
"pdf",TRUE,"p172","d137","s2",33,25.75276185,0.05551993943,-2.238303239,1.667221563,11,3.752968,5,796,769.8127682,777.7066646,0.989849776581174
"pdf",TRUE,"p172","d046","s2",34,21.58123865,0.03792142413,-5.081845585,1.506443794,6,3.376532,10,94,148.7301846,787.1431588,0.188949345410991
"pdf",TRUE,"p172","d047","s2",35,24.65707523,0.05054928537,-1.914205833,1.626140319,10,3.855313,10,-46,299.6999016,775.3336162,0.386543154247412
"pdf",TRUE,"p172","d035","s2",36,27.83685316,0.06566841211,-8.353520347,1.743359052,12,6.150485,10,906,768.2478658,811.7500849,0.946409344564024
"pdf",TRUE,"p172","d059","s2",37,37.10946712,0.1221018169,-7.702062736,2.056073017,20,3.499273,10,808,754.5991348,823.037341,0.916846778644518
"pdf",TRUE,"p172","d038","s2",38,30.9871603,0.08275651086,-8.541650758,1.853982156,15,3.493497,5,698,725.9150038,819.148104,0.886182852960617
"pdf",TRUE,"p172","d018","s2",39,35.77511914,0.1128272054,-9.375370989,2.013318439,19,3.64658,5,698,666.446236,835.8553583,0.797322442671718
"cdf",TRUE,"p43","d117","s2",0,26.54547375,0.05927245804,-6.742880215,1.696480285,11,63.765215,7,826,802.0177553,802.0177553,1
"cdf",TRUE,"p43","d058","s2",1,30.60130311,0.08054946459,-8.749926067,1.840699185,15,30.016334,12,908,788.3676403,819.3503979,0.962186193258209
"cdf",TRUE,"p43","d031","s2",2,31.61030016,0.08638844829,-7.259124189,1.87528557,16,23.752821,12,880,803.0515926,812.7585156,0.988056817844801
"cdf",TRUE,"p43","d031","s2",2,31.61030016,0.08638844829,-7.259124189,1.87528557,16,23.791877,12,894,803.0515926,812.7585156,0.988056817844801
"cdf",TRUE,"p43","d094","s2",3,31.80026271,0.08751229207,-5.456805414,1.88174418,16,10.048252,12,852,789.6099824,799.2971538,0.987880387970925
"cdf",TRUE,"p43","d086","s2",4,27.49820952,0.06395715108,-1.229493608,1.731157146,12,139.206867,10,892,705.9546862,768.6847866,0.91839294663621
"cdf",TRUE,"p43","d082","s2",5,29.66744687,0.07534014583,-6.451215425,1.808252786,14,10.342821,12,866,718.7246472,803.371093,0.894635932836583
"cdf",TRUE,"p43","d071","s2",6,25.72030733,0.05536910986,-0.3242686306,1.66601556,11,5.815495,6,832,765.5047669,765.5047669,1
"cdf",TRUE,"p43","d047","s2",7,24.65707523,0.05054928537,-1.914205833,1.626140319,10,8.319985,6,832,774.6712972,775.3336162,0.999145762564448
"cdf",TRUE,"p43","d074","s2",8,26.09859069,0.05714082808,-1.758399,1.680032512,11,5.913562,8,862,754.8737215,773.6226355,0.975764780993149
"cdf",TRUE,"p43","d059","s2",9,37.10946712,0.1221018169,-7.702062736,2.056073017,20,42.955149,15,946,823.037341,823.037341,1
"cdf",TRUE,"p43","d137","s2",10,25.75276185,0.05551993943,-2.238303239,1.667221563,11,10.004078,8,834,746.9742657,777.7066646,0.960483302639811
"cdf",TRUE,"p43","d050","s2",11,30.16021595,0.07806567133,-8.319483041,1.825427198,14,7.489887,10,780,817.0753113,817.0753113,1
"cdf",TRUE,"p43","d093","s2",12,23.61822761,0.04606664784,-1.401415303,1.586465365,9,9.855651,6,-540,754.4036051,773.4546956,0.975368834647489
"cdf",TRUE,"p43","d035","s2",13,27.83685316,0.06566841211,-8.353520347,1.743359052,12,22.710555,10,906,768.2478658,811.7500849,0.946409344564024
"cdf",TRUE,"p43","d070","s2",14,30.68754124,0.08103995741,-6.01675119,1.843674061,15,9.924592,10,864,802.7726161,802.7726161,1
"cdf",TRUE,"p43","d054","s2",15,36.65567068,0.1189035151,-7.786680042,2.041607337,20,11.750467,16,884,806.1593713,822.2629678,0.980415515314905
"cdf",TRUE,"p43","d072","s2",16,24.09744973,0.04810675783,-6.219083057,1.604857983,9,8.868241,7,896,742.4663078,795.4790974,0.933357407160954
"cdf",TRUE,"p43","d023","s2",17,32.54318003,0.09198242298,-3.770348319,1.906846509,17,6.990003,15,876,651.6815844,784.5654637,0.830627416769888
"cdf",TRUE,"p43","d075","s2",18,25.42655444,0.05401392491,0.5400464383,1.655070109,10,39.228489,6,818,760.9673631,760.9673631,1
"cdf",TRUE,"p43","d056","s2",19,21.17009708,0.03638010201,2.380545484,1.489907787,6,8.485003,3,836,765.5672154,765.5672154,1
"cdf",TRUE,"p43","d089","s2",20,26.32905022,0.05823488887,-2.625763682,1.688529559,11,19.73121,8,904,765.9662433,779.9079527,0.982123904043119
"cdf",TRUE,"p43","d133","s2",21,25.02368077,0.05218458971,1.452733518,1.639970703,10,8.223821,6,846,759.6070978,759.6070978,1
"cdf",TRUE,"p43","d149","s2",22,25.43371537,0.05404674665,0.5947185069,1.65533757,10,13.192375,8,862,716.4665351,760.7855891,0.941745671007742
"cdf",TRUE,"p43","d053","s2",23,31.02703991,0.08298644183,-8.085630933,1.855350965,15,56.895088,12,908,797.2976369,816.2454712,0.97678659794321
"cdf",TRUE,"p43","d127","s2",24,27.17903824,0.06236645741,-6.815189141,1.719598104,12,35.945949,10,878,710.35934,802.7279434,0.884931620782045
"cdf",TRUE,"p43","d018","s2",25,35.77511914,0.1128272054,-9.375370989,2.013318439,19,5.248098,17,934,739.69063,835.8553583,0.884950515247537
"cdf",TRUE,"p43","d038","s2",26,30.9871603,0.08275651086,-8.541650758,1.853982156,15,21.753228,12,922,799.9947819,819.148104,0.976617998617744
"cdf",TRUE,"p43","d046","s2",27,21.58123865,0.03792142413,-5.081845585,1.506443794,6,65.47047,3,808,787.1431588,787.1431588,1
"cdf",TRUE,"p43","d110","s2",28,32.85901261,0.09391901402,-2.175973861,1.917444046,17,8.378776,15,862,663.9331091,767.8845627,0.864626196892811
"cdf",TRUE,"p43","d045","s2",29,32.40922789,0.09116760228,-9.3365583,1.90233861,16,11.365473,12,866,828.030666,828.030666,1
"cdf",TRUE,"p43","d117","s2",30,26.54547375,0.05927245804,-6.742880215,1.696480285,11,7.228517,8,876,795.4184309,802.0177553,0.991771598126863
"cdf",TRUE,"p43","d058","s2",31,30.60130311,0.08054946459,-8.749926067,1.840699185,15,13.841514,12,880,788.3676403,819.3503979,0.962186193258209
"cdf",TRUE,"p43","d031","s2",32,31.61030016,0.08638844829,-7.259124189,1.87528557,16,5.898932,14,-14,686.976884,812.7585156,0.845241078148354
"cdf",TRUE,"p43","d094","s2",33,31.80026271,0.08751229207,-5.456805414,1.88174418,16,112.664425,12,866,789.6099824,799.2971538,0.987880387970925
"cdf",TRUE,"p43","d086","s2",34,27.49820952,0.06395715108,-1.229493608,1.731157146,12,35.947039,10,836,705.9546862,768.6847866,0.91839294663621
"cdf",TRUE,"p43","d082","s2",35,29.66744687,0.07534014583,-6.451215425,1.808252786,14,25.473323,10,808,802.5715102,803.371093,0.999004715495782
"cdf",TRUE,"p43","d071","s2",36,25.72030733,0.05536910986,-0.3242686306,1.66601556,11,46.30195,8,862,733.2514069,765.5047669,0.95786654584711
"cdf",TRUE,"p43","d047","s2",37,24.65707523,0.05054928537,-1.914205833,1.626140319,10,13.479424,8,890,668.7384524,775.3336162,0.862517035798815
"cdf",TRUE,"p43","d074","s2",38,26.09859069,0.05714082808,-1.758399,1.680032512,11,9.144322,8,862,754.8737215,773.6226355,0.975764780993149
"cdf",TRUE,"p43","d059","s2",39,37.10946712,0.1221018169,-7.702062736,2.056073017,20,7.117578,17,934,781.2652099,823.037341,0.949246371921295
"text",FALSE,"p282","d117","s2",0,26.54547375,0.05927245804,-6.742880215,1.696480285,11,63.765215,7,826,802.0177553,802.0177553,1
"text",FALSE,"p282","d058","s2",1,30.60130311,0.08054946459,-8.749926067,1.840699185,15,30.016334,12,908,788.3676403,819.3503979,0.962186193258209
"text",FALSE,"p282","d031","s2",2,31.61030016,0.08638844829,-7.259124189,1.87528557,16,23.752821,12,880,803.0515926,812.7585156,0.988056817844801
"text",FALSE,"p282","d031","s2",2,31.61030016,0.08638844829,-7.259124189,1.87528557,16,23.791877,12,894,803.0515926,812.7585156,0.988056817844801
"text",FALSE,"p282","d094","s2",3,31.80026271,0.08751229207,-5.456805414,1.88174418,16,10.048252,12,852,789.6099824,799.2971538,0.987880387970925
"text",FALSE,"p282","d086","s2",4,27.49820952,0.06395715108,-1.229493608,1.731157146,12,139.206867,10,892,705.9546862,768.6847866,0.91839294663621
"text",FALSE,"p282","d082","s2",5,29.66744687,0.07534014583,-6.451215425,1.808252786,14,10.342821,12,866,718.7246472,803.371093,0.894635932836583
"text",FALSE,"p282","d071","s2",6,25.72030733,0.05536910986,-0.3242686306,1.66601556,11,5.815495,6,832,765.5047669,765.5047669,1
"text",FALSE,"p282","d047","s2",7,24.65707523,0.05054928537,-1.914205833,1.626140319,10,8.319985,6,832,774.6712972,775.3336162,0.999145762564448
"text",FALSE,"p282","d074","s2",8,26.09859069,0.05714082808,-1.758399,1.680032512,11,5.913562,8,862,754.8737215,773.6226355,0.975764780993149
"text",FALSE,"p282","d059","s2",9,37.10946712,0.1221018169,-7.702062736,2.056073017,20,42.955149,15,946,823.037341,823.037341,1
"text",FALSE,"p282","d137","s2",10,25.75276185,0.05551993943,-2.238303239,1.667221563,11,10.004078,8,834,746.9742657,777.7066646,0.960483302639811
"text",FALSE,"p282","d050","s2",11,30.16021595,0.07806567133,-8.319483041,1.825427198,14,7.489887,10,780,817.0753113,817.0753113,1
"text",FALSE,"p282","d093","s2",12,23.61822761,0.04606664784,-1.401415303,1.586465365,9,9.855651,6,-540,754.4036051,773.4546956,0.975368834647489
"text",FALSE,"p282","d035","s2",13,27.83685316,0.06566841211,-8.353520347,1.743359052,12,22.710555,10,906,768.2478658,811.7500849,0.946409344564024
"text",FALSE,"p282","d070","s2",14,30.68754124,0.08103995741,-6.01675119,1.843674061,15,9.924592,10,864,802.7726161,802.7726161,1
"text",FALSE,"p282","d054","s2",15,36.65567068,0.1189035151,-7.786680042,2.041607337,20,11.750467,16,884,806.1593713,822.2629678,0.980415515314905
"text",FALSE,"p282","d072","s2",16,24.09744973,0.04810675783,-6.219083057,1.604857983,9,8.868241,7,896,742.4663078,795.4790974,0.933357407160954
"text",FALSE,"p282","d023","s2",17,32.54318003,0.09198242298,-3.770348319,1.906846509,17,6.990003,15,876,651.6815844,784.5654637,0.830627416769888
"text",FALSE,"p282","d075","s2",18,25.42655444,0.05401392491,0.5400464383,1.655070109,10,39.228489,6,818,760.9673631,760.9673631,1
"text",FALSE,"p282","d056","s2",19,21.17009708,0.03638010201,2.380545484,1.489907787,6,8.485003,3,836,765.5672154,765.5672154,1
"text",FALSE,"p282","d089","s2",20,26.32905022,0.05823488887,-2.625763682,1.688529559,11,19.73121,8,904,765.9662433,779.9079527,0.982123904043119
"text",FALSE,"p282","d133","s2",21,25.02368077,0.05218458971,1.452733518,1.639970703,10,8.223821,6,846,759.6070978,759.6070978,1
"text",FALSE,"p282","d149","s2",22,25.43371537,0.05404674665,0.5947185069,1.65533757,10,13.192375,8,862,716.4665351,760.7855891,0.941745671007742
"text",FALSE,"p282","d053","s2",23,31.02703991,0.08298644183,-8.085630933,1.855350965,15,56.895088,12,908,797.2976369,816.2454712,0.97678659794321
"text",FALSE,"p282","d127","s2",24,27.17903824,0.06236645741,-6.815189141,1.719598104,12,35.945949,10,878,710.35934,802.7279434,0.884931620782045
"text",FALSE,"p282","d018","s2",25,35.77511914,0.1128272054,-9.375370989,2.013318439,19,5.248098,17,934,739.69063,835.8553583,0.884950515247537
"text",FALSE,"p282","d038","s2",26,30.9871603,0.08275651086,-8.541650758,1.853982156,15,21.753228,12,922,799.9947819,819.148104,0.976617998617744
"text",FALSE,"p282","d046","s2",27,21.58123865,0.03792142413,-5.081845585,1.506443794,6,65.47047,3,808,787.1431588,787.1431588,1
"text",FALSE,"p282","d110","s2",28,32.85901261,0.09391901402,-2.175973861,1.917444046,17,8.378776,15,862,663.9331091,767.8845627,0.864626196892811
"text",FALSE,"p282","d045","s2",29,32.40922789,0.09116760228,-9.3365583,1.90233861,16,11.365473,12,866,828.030666,828.030666,1
"text",FALSE,"p282","d117","s2",30,26.54547375,0.05927245804,-6.742880215,1.696480285,11,7.228517,8,876,795.4184309,802.0177553,0.991771598126863
"text",FALSE,"p282","d058","s2",31,30.60130311,0.08054946459,-8.749926067,1.840699185,15,13.841514,12,880,788.3676403,819.3503979,0.962186193258209
"text",FALSE,"p282","d031","s2",32,31.61030016,0.08638844829,-7.259124189,1.87528557,16,5.898932,14,-14,686.976884,812.7585156,0.845241078148354
"text",FALSE,"p282","d094","s2",33,31.80026271,0.08751229207,-5.456805414,1.88174418,16,112.664425,12,866,789.6099824,799.2971538,0.987880387970925
"text",FALSE,"p282","d086","s2",34,27.49820952,0.06395715108,-1.229493608,1.731157146,12,35.947039,10,836,705.9546862,768.6847866,0.91839294663621
"text",FALSE,"p282","d082","s2",35,29.66744687,0.07534014583,-6.451215425,1.808252786,14,25.473323,10,808,802.5715102,803.371093,0.999004715495782
"text",FALSE,"p282","d071","s2",36,25.72030733,0.05536910986,-0.3242686306,1.66601556,11,46.30195,8,862,733.2514069,765.5047669,0.95786654584711
"text",FALSE,"p282","d047","s2",37,24.65707523,0.05054928537,-1.914205833,1.626140319,10,13.479424,8,890,668.7384524,775.3336162,0.862517035798815
"text",FALSE,"p282","d074","s2",38,26.09859069,0.05714082808,-1.758399,1.680032512,11,9.144322,8,862,754.8737215,773.6226355,0.975764780993149
"text",FALSE,"p282","d059","s2",39,37.10946712,0.1221018169,-7.702062736,2.056073017,20,7.117578,17,934,781.2652099,823.037341,0.949246371921295
"interval",TRUE,"p407","d076","s4",0,28.42601847,0.06870348135,-3.714685484,1.764437934,13,47.916304,15,-70,156.6647274,363.1598513,0.431393301983104
"interval",TRUE,"p407","d076","s4",0,28.42601847,0.06870348135,-3.714685484,1.764437934,13,15.151711,25,368,163.1598513,363.1598513,0.449278329407665
"interval",TRUE,"p407","d012","s4",1,31.96603578,0.08849939766,-3.133107441,1.88736694,16,35.9369,15,812,488.9939527,488.9939527,1
"interval",TRUE,"p407","d057","s4",2,22.30967592,0.04073668239,0.8250353948,1.535415266,7,26.911836,25,452,245.052421,445.052421,0.550614735336986
"interval",TRUE,"p407","d148","s4",3,27.24159285,0.06267652567,-3.931413007,1.721868108,12,15.013852,25,354,177.8590243,377.8590243,0.470702068395724
"interval",TRUE,"p407","d123","s4",4,27.90904069,0.06603633153,-8.187980639,1.745951896,12,10.91892,25,298,169.7256924,369.7256924,0.45905842057732
"interval",TRUE,"p407","d020","s4",5,32.77233029,0.09338534855,-6.268149476,1.914539821,17,19.909108,15,798,558.8708764,558.8708764,1
"interval",TRUE,"p407","d076","s4",0,28.42601847,0.06870348135,-3.714685484,1.764437934,13,17.221475,15,826,156.6647274,363.1598513,0.431393301983104
"interval",TRUE,"p407","d076","s4",0,28.42601847,0.06870348135,-3.714685484,1.764437934,13,21.965832,25,508,163.1598513,363.1598513,0.449278329407665
"interval",TRUE,"p407","d012","s4",1,31.96603578,0.08849939766,-3.133107441,1.88736694,16,17.832351,15,798,488.9939527,488.9939527,1
"interval",TRUE,"p407","d057","s4",2,22.30967592,0.04073668239,0.8250353948,1.535415266,7,9.968271,25,438,245.052421,445.052421,0.550614735336986
"interval",TRUE,"p407","d148","s4",3,27.24159285,0.06267652567,-3.931413007,1.721868108,12,34.317507,25,396,177.8590243,377.8590243,0.470702068395724
"interval",TRUE,"p407","d123","s4",4,27.90904069,0.06603633153,-8.187980639,1.745951896,12,15.459228,25,396,169.7256924,369.7256924,0.45905842057732
"interval",TRUE,"p407","d020","s4",5,32.77233029,0.09338534855,-6.268149476,1.914539821,17,12.199195,15,840,558.8708764,558.8708764,1
"interval",TRUE,"p407","d140","s4",6,31.32928608,0.08474021262,-4.835446645,1.865700849,16,18.217451,15,826,426.6601376,426.6601376,1
"interval",TRUE,"p407","d096","s4",7,35.08765613,0.1082019695,-6.363171817,1.991025931,19,20.359441,15,784,665.2334035,665.2334035,1
"interval",TRUE,"p407","d131","s4",8,33.96145457,0.1008488419,-3.006074973,1.95409996,18,10.32819,15,798,595.8481363,595.8481363,1
"interval",TRUE,"p407","d143","s4",9,31.96362308,0.08848498847,-2.233680531,1.887285194,16,33.417915,15,798,488.7667051,488.7667051,1
"interval",TRUE,"p407","d010","s4",10,27.20184748,0.06247942182,-4.999434442,1.720426072,12,10.928825,25,326,178.2377058,378.2377058,0.471231987363646
"interval",TRUE,"p407","d002","s4",11,35.61497086,0.1117404501,-11.36727582,2.008141706,19,15.789399,25,368,100.8665027,727.752687,0.138599972905356
"interval",TRUE,"p407","d107","s4",12,34.59131979,0.1049271069,-2.555503968,1.974815232,19,24.268251,15,770,608.0888088,608.0888088,1
"interval",TRUE,"p407","d087","s4",13,32.42270138,0.09124938457,-3.686745815,1.902792393,17,11.523844,25,480,125.598685,523.8336729,0.239768253737245
